propertyName,pricing,tenure,propertyType,propertySQFT,furnishStatus,numBedroom,numBathroom
"Bukit Jalil Golf & Country Resort, Bukit Jalil",3540000,Freehold,Land,5900,Unfurnished,0 ,0 
"Jalan Maarof, Bangsar",9500000,Freehold,Bungalow,5000,Unfurnished,0 ,0 
"Midfields, Sungai Besi",480000,Leasehold,Condominium,1074,Semi Furnished,3 ,2 
"Plaza Menjalara, Bandar Menjalara",499000,Freehold,Condominium,960,Fully Furnished,3 ,2 
"Taman Bukit Desa, Kepong",830000,Freehold,Terrace,2400,Semi Furnished,5 ,3 
"Midfields 2, Sungai Besi",560000,Leasehold,Condominium,1044,Unfurnished,3 ,2 
"Lake City @ KL North, Kuala Lumpur",300000,Freehold,Condominium,547,Semi Furnished,1 ,1 
"Lake Fields, Sungai Besi",2480000,Freehold,Semi Detached,4435,Semi Furnished,4 + 1,5 
"Prisma Cheras, Cheras",420000,Freehold,Condominium,1152,Semi Furnished,3 ,2 
"Kiara 9, Mont Kiara",2300000,Freehold,Duplex,2694,Semi Furnished,3 + 1,5 
"Taman Taynton View, Cheras",1650000,Freehold,Shop,3000,Unfurnished,N / A,N / A
"3rd Mile Square, Old Klang Road",2800000,Freehold,Bungalow,4500,Semi Furnished,8 ,6 
"Platinum Walk, Setapak",5500000,Freehold,Shop,9800,Semi Furnished,N / A,N / A
"Technology Park Malaysia, Bukit Jalil",15900000,Freehold,Land,158994,Unfurnished,0 ,0 
"Taman United, Old Klang Road",3300000,Freehold,Bungalow,4800,Fully Furnished,6 + 1,6 
"CitiZen, Old Klang Road",670000,Freehold,Serviced Residence,1094,Unfurnished,3 + 1,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",1280640,Freehold,Condominium,1733,Semi Furnished,4 + 1,3 
"Metro Cheras, Batu 9 Cheras",386000,Freehold,So Ho/Studio,730,Unfurnished,2 ,2 
"Cubic Botanical, Kuala Lumpur",375000,Freehold,Serviced Residence,518,Fully Furnished,2 ,1 
"Metro Cheras, Batu 9 Cheras",375000,Freehold,Condominium,650,Semi Furnished,1 + 1,2 
"188 Suites, KLCC",795000,Freehold,Serviced Residence,1228,Fully Furnished,1 ,2 
"Aradia Residence @ Lake City, Kuala Lumpur",570000,Freehold,Condominium,943,Semi Furnished,3 ,2 
"Altitude 236, Cheras",950000,Freehold,Condominium,1808,Semi Furnished,3 + 1,3 + 1
"Saujana Aster, Putrajaya",390000,Freehold,Condominium,875,Unfurnished,3 ,2 
"Sierra Seputeh, Seputeh",4000000,Freehold,Semi Detached,5100,Semi Furnished,5 ,5 
"Bukit Jalil Golf & Country Resort, Bukit Jalil",3990000,Freehold,Bungalow,4000,Semi Furnished,5 ,6 
"Bukit Jalil Golf & Country Resort, Bukit Jalil",4617000,Freehold,Land,8100,Unfurnished,0 ,0 
"Kampung Baru Salak Selatan, Kuala Lumpur",429888,Leasehold,Condominium,1138,Unfurnished,3 ,3 
"You Residences @ You City, Batu 9 Cheras",699000,Freehold,Serviced Residence,1459,Fully Furnished,4 ,3 
"Section 2, Bandar Mahkota Cheras",519000,Freehold,Terrace,1998,Semi Furnished,4 ,3 
"Taman Kobena Apartment, Cheras",269000,Freehold,Apartment,950,Semi Furnished,3 ,2 
"Sri Hijau, Bandar Mahkota Cheras",270000,Freehold,Condominium,932,Semi Furnished,3 ,2 
"Taman Maluri, Cheras",520000,Freehold,Condominium,1550,Semi Furnished,3 ,3 
"Lake City @ KL North, Kuala Lumpur",550000,Freehold,Condominium,943,Semi Furnished,3 ,2 
"Aradia Residence @ Lake City, Kuala Lumpur",670000,Freehold,Condominium,1122,Semi Furnished,3 ,2 
"Taman Setapak Indah, Setapak",850000,Freehold,Terrace,1496,Semi Furnished,4 ,3 
"Lake City @ KL North, Kuala Lumpur",300000,Freehold,Condominium,560,Semi Furnished,1 ,1 
"Augusta, Putrajaya",2170000,Freehold,Semi Detached,4291,Unfurnished,6 + 1,7 
"Damansara Foresta, Bandar Sri Damansara",850000,Freehold,Condominium,1426,Fully Furnished,3 ,3 
"Residensi 22, Mont Kiara",1550000,Freehold,Condominium,1878,Unfurnished,3 + 1,3 + 1
"Residensi 22, Mont Kiara",2400000,Freehold,Condominium,3043,Unfurnished,4 + 1,4 + 1
"KL Palace Court, Kuchai Lama",600000,Leasehold,Condominium,1328,Fully Furnished,3 + 1,2 
"KL Palace Court, Kuchai Lama",550000,Leasehold,Condominium,1313,Semi Furnished,3 ,2 
"KL Palace Court, Kuchai Lama",460000,Leasehold,Condominium,936,Semi Furnished,2 + 1,2 
"Riverville Residences, Old Klang Road",620000,Freehold,Condominium,1210,Semi Furnished,3 + 1,3 
"Precinct 11, Putrajaya",790000,Freehold,Terrace,2051,Semi Furnished,4 ,3 
"Precinct 8, Putrajaya",2200000,Freehold,Semi Detached,4098,Semi Furnished,6 ,6 
"Taman Melawati, Kuala Lumpur",2100000,Freehold,Bungalow,4800,Semi Furnished,6 ,5 
"Taman SPPK, Segambut",790000,Freehold,Terrace,1930,Semi Furnished,4 ,3 
"TTDI Hills, TTDI",9000000,Freehold,Bungalow,5058,Fully Furnished,6 ,8 
"Villa Laman Tasik, Bandar Sri Permaisuri",650000,Freehold,Townhouse,1678,Semi Furnished,4 ,2 
"Kiara View, Mont Kiara",3500000,Freehold,Semi Detached,4644,Semi Furnished,5 ,6 
"Desa Pinggiran Putra, Putrajaya",355000,Freehold,Terrace,800,Unfurnished,3 ,2 
"Amarin Kiara, Mont Kiara",4350000,Freehold,Semi Detached,4800,Semi Furnished,6 ,5 
"Changkat Kiara, Dutamas",3200000,Freehold,Semi Detached,4600,Semi Furnished,6 ,6 
"Precinct 15, Putrajaya",1650000,Freehold,Semi Detached,3500,Semi Furnished,5 ,4 
"Tuan Residency, Jalan Ipoh",405000,Freehold,Serviced Residence,862,Unfurnished,3 ,2 
"Bukit Jalil Golf & Country Resort, Bukit Jalil",2964000,Freehold,Land,7800,Unfurnished,0 ,0 
"You Vista @ You City, Batu 9 Cheras",467000,Freehold,Serviced Residence,1278,Unfurnished,4 ,3 
"Taman LTAT, Bukit Jalil",288000,Freehold,Apartment,915,Unfurnished,3 ,2 
"Riana Green East, Wangsa Maju",949000,Freehold,Condominium,1909,Unfurnished,3 + 1,3 
"Damansara Heights, Kuala Lumpur",12500000,Freehold,Bungalow,7651,Semi Furnished,6 ,7 
"Damansara Heights, Kuala Lumpur",6500000,Freehold,Bungalow,5878,Semi Furnished,8 ,9 
"Solaris Parq, Dutamas",949800,Freehold,Condominium,721,Semi Furnished,1 + 1,1 
"Damansara Heights, Kuala Lumpur",4180000,Freehold,Semi Detached,4611,Semi Furnished,4 ,3 
"Damansara Heights, Kuala Lumpur",5100000,Freehold,Bungalow,5500,Semi Furnished,6 ,5 
"Damansara Heights, Kuala Lumpur",3450000,Freehold,Semi Detached,5300,Semi Furnished,6 ,4 
"Damansara Heights, Kuala Lumpur",11888000,Freehold,Bungalow,13000,Semi Furnished,7 ,9 
"Damansara Heights, Kuala Lumpur",9000000,Freehold,Bungalow,9763,Semi Furnished,8 ,6 
"Damansara Heights, Kuala Lumpur",9800000,Freehold,Bungalow,9000,Semi Furnished,7 ,8 
"Desa Setapak, Setapak",480000,Freehold,Terrace,1800,Semi Furnished,3 ,3 
"Taman Taynton View, Cheras",890000,Freehold,Terrace,2400,Unfurnished,7 ,4 
"Taman OUG, Old Klang Road",3500000,Freehold,Bungalow,15000,Fully Furnished,13 + 2,13 
"Jalan Kampung Pandan, Desa Pandan",420000,Freehold,Office,1650,Semi Furnished,3 ,2 
"Taman OUG, Old Klang Road",948000,Freehold,Terrace,2000,Semi Furnished,4 ,3 
"Jalan Sultan Yahya Petra, Kuala Lumpur",43730500,Freehold,Land,19000,Unfurnished,0 ,0 
"The Maple Residences, Old Klang Road",600001,Freehold,Serviced Residence,808,Semi Furnished,3 ,2 
"Parc 3, Cheras",870000,Freehold,Condominium,1226,Semi Furnished,4 ,2 
"Lanai Residences, Bukit Jalil",500000,Freehold,Condominium,1000,Semi Furnished,3 ,2 
"Pavilion @ Bukit Jalil City, Bukit Jalil",700000,Freehold,Condominium,1300,Fully Furnished,3 + 1,2 
"Axon, Bukit Bintang",0,Freehold,Condominium,651,Fully Furnished,2 + 1,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",1701440,Freehold,Condominium,2217,Fully Furnished,3 + 2,4 + 1
"Tria Residences @ 9 Seputeh, Old Klang Road",825000,Freehold,Condominium,1001,Fully Furnished,3 ,2 
"The Como, Bukit Jalil",629999,Freehold,Condominium,907,Semi Furnished,2 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",1992640,Freehold,Condominium,2874,Fully Furnished,4 + 1,5 
"Tria Residences @ 9 Seputeh, Old Klang Road",625000,Freehold,Condominium,764,Fully Furnished,2 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",0,Freehold,Serviced Residence,1518,Semi Furnished,3 + 1,3 + 1
"Tria Residences @ 9 Seputeh, Old Klang Road",3386240,Freehold,Condominium,4521,Fully Furnished,6 + 2,6 + 1
"Tria Residences @ 9 Seputeh, Old Klang Road",1216608,Freehold,Condominium,1773,Semi Furnished,4 + 1,3 
"Pantai Sentral Park, Pantai",300000,Freehold,Condominium,900,Unfurnished,3 ,2 
"New Haven @ Presint 18, Putrajaya",880000,Freehold,Terrace,2100,Semi Furnished,4 ,3 
"Glomac Damansara Residences, TTDI",850000,Freehold,Serviced Residence,1102,Fully Furnished,3 ,2 
"Glomac Damansara Residences, TTDI",800000,Freehold,Serviced Residence,1010,Semi Furnished,3 ,2 
"Sunway Velocity, Cheras",430000,Freehold,Condominium,1008,Fully Furnished,3 ,2 
"Villa Puteri, Putra",520000,Freehold,Condominium,1184,Semi Furnished,3 + 1,2 
"La Grande Kiara, Mont Kiara",1150000,Freehold,Condominium,2034,Fully Furnished,3 + 2,4 
"Kiaramas Sutera, Mont Kiara",1770000,Freehold,Condominium,3006,Semi Furnished,4 + 2,5 
"BAM Villa, Cheras","Auction 
            @ RM 234900",Freehold,Apartment,936,Unfurnished,3 ,2 
"Sunway Velocity Designer Office, Cheras",1600000,Freehold,Office,1249,Semi Furnished,N / A,N / A
"Prima Harmoni 2 @ Bukit Prima Pelangi, Segambut",873000,Freehold,Condominium,1555,Semi Furnished,4 ,3 
"M City, Ampang Hilir",550000,Freehold,Condominium,508,Fully Furnished,1 ,1 
"Arena Green, Bukit Jalil",515000,Freehold,Condominium,1700,Semi Furnished,4 ,3 
"Kepong Central Condominium, Kepong",320000,Freehold,Condominium,962,Semi Furnished,3 ,2 
"Pinggiran Taman Tun Dr Ismail, TTDI",2100000,Freehold,Terrace,3000,Semi Furnished,4 + 1,4 
"South View, Bangsar South",650000,Freehold,Condominium,823,Fully Furnished,2 ,2 
"Maxim Citilights, Sentul",310000,Freehold,Condominium,900,Semi Furnished,2 ,2 
"Kinrara Mas, Bukit Jalil",380000,Freehold,Condominium,1091,Semi Furnished,3 ,2 
"Angsana Apartment, Bandar Mahkota Cheras",260000,Freehold,Apartment,753,Unfurnished,3 ,2 
"Seri Mas, Bandar Sri Permaisuri",300000,Freehold,Condominium,915,Unfurnished,3 ,2 
"Sentul Park Apartment, Sentul",220000,Freehold,Apartment,840,Unfurnished,3 ,2 
"2 Hampshire, KLCC",1950000,Freehold,Condominium,2356,Semi Furnished,3 + 1,4 
"Anggun Puri, Dutamas",610000,Freehold,Condominium,1630,Fully Furnished,3 + 1,2 + 1
"Aradia Residence @ Lake City, Kuala Lumpur",707218,Freehold,Condominium,1140,Semi Furnished,3 ,2 
"Lake City @ KL North, Kuala Lumpur",1001941,Freehold,Condominium,1625,Semi Furnished,4 ,3 
"Taman Skyline, Old Klang Road",615000,Freehold,Townhouse,2000,Semi Furnished,3 + 1,2 
"Menjalara 18 Residences, Bandar Menjalara",2300000,Freehold,Condominium,6361,Fully Furnished,4 + 1,6 
"Taman Sri Ehsan, Kepong",1600000,Freehold,Factory,4500,Unfurnished,N / A,N / A
"Taman Wangsa Melawati, Wangsa Maju",4200000,Freehold,Bungalow,5000,Fully Furnished,8 ,8 
"Covillea, Bukit Jalil",850000,Freehold,Condominium,1293,Fully Furnished,3 ,2 
"M Suites, Ampang Hilir",580000,Freehold,Condominium,608,Fully Furnished,1 ,1 
"Precinct 11, Putrajaya",950000,Freehold,Terrace,3287,Semi Furnished,4 ,3 
"Precinct 11, Putrajaya",470000,Freehold,Condominium,1126,Semi Furnished,4 ,2 
"Taman Bukit Indah, Old Klang Road",580000,Freehold,Terrace,1760,Semi Furnished,3 ,2 
"Taman U-Thant, Ampang Hilir",18000000,Freehold,Bungalow,5610,Semi Furnished,3 + 4,4 + 2
"Country Heights Damansara, Kuala Lumpur",9800000,Freehold,Bungalow,16000,Semi Furnished,6 + 2,10 
"Glomac Damansara Residences, TTDI",895000,Freehold,Condominium,1100,Fully Furnished,3 ,2 
"Cascadium, Bangsar",1300000,Freehold,Condominium,1200,Semi Furnished,2 ,2 
"Burhanuddin Helmi, TTDI",6000000,Freehold,Bungalow,4500,Semi Furnished,5 ,4 
"Happy Garden, Old Klang Road",699000,Freehold,Terrace,1650,Semi Furnished,3 ,2 
"Taman Melawati, Kuala Lumpur",1650000,Freehold,Terrace,3700,Semi Furnished,5 ,5 
"Novum, Bangsar South",888300,Freehold,Serviced Residence,987,Semi Furnished,3 ,2 
"Novum, Bangsar South",1196748,Freehold,Serviced Residence,1441,Semi Furnished,3 ,3 
"Est8 @ Seputeh, Seputeh",796000,Leasehold,Serviced Residence,1084,Semi Furnished,3 ,2 
"Maxim Residences, Cheras",450000,Freehold,Condominium,1050,Unfurnished,3 ,2 
"Damai Puspa, Alam Damai",2300000,Leasehold,Terrace,5000,Semi Furnished,6 ,7 
"Sri Meranti, Bandar Sri Damansara",164000,Freehold,Apartment,650,Semi Furnished,3 ,2 
"Plaza Medan Putra, Bandar Menjalara",300000,Freehold,Serviced Residence,800,Semi Furnished,3 ,2 
"Amadesa, Desa Petaling",348000,Freehold,Condominium,995,Unfurnished,3 ,2 
"Residency V, Old Klang Road",638000,Freehold,Condominium,814,Semi Furnished,2 ,2 
"OUG Parklane, Old Klang Road",338000,Freehold,Serviced Residence,950,Semi Furnished,3 ,2 
"Casa Green, Bukit Jalil",520000,Freehold,Condominium,1003,Semi Furnished,3 ,3 
"Taman Esplanad, Bukit Jalil",1900000,Freehold,Superlink,3300,Semi Furnished,5 ,4 
"The Link 2 @ Bukit Jalil, Bukit Jalil",620000,Freehold,Condominium,791,Fully Furnished,2 ,2 
"Heritage, Setapak",255000,Freehold,Condominium,643,Semi Furnished,2 ,1 
"Endah Promenade, Sri Petaling",375000,Freehold,Condominium,740,Semi Furnished,2 ,1 
"SkyLuxe On The Park, Bukit Jalil",678000,Freehold,Condominium,727,Semi Furnished,2 ,1 
"The Park Sky Residence @ Bukit Jalil City, Bukit Jalil",795000,Freehold,Condominium,953,Semi Furnished,2 ,2 
"The Havre, Bukit Jalil",598000,Freehold,Condominium,1023,Semi Furnished,3 ,2 
"The Como, Bukit Jalil",629999,Freehold,Condominium,907,Semi Furnished,2 ,2 
"Parkhill Residence, Bukit Jalil",520000,Freehold,Condominium,1100,Semi Furnished,3 ,2 
"Waltz Residences, Kuala Lumpur",693000,Freehold,Condominium,948,Semi Furnished,3 ,2 
"Kiara Residence, Bukit Jalil",480000,Freehold,Condominium,1050,Semi Furnished,3 ,2 
"The Leafz, Sungai Besi",540000,Freehold,Condominium,1025,Semi Furnished,2 ,2 
"Damansara Foresta, Bandar Sri Damansara",800000,Freehold,Condominium,1426,Unfurnished,3 + 1,3 
"Twin Arkz, Bukit Jalil",820000,Freehold,Condominium,1025,Semi Furnished,2 + 1,2 
"Desa Green Serviced Apartment, Taman Desa",402000,Freehold,Serviced Residence,578,Semi Furnished,1 ,1 
"288 Residences, Kuchai Lama",669000,Freehold,Condominium,1440,Semi Furnished,3 + 2,4 
"The Z Residence, Bukit Jalil",580000,Freehold,Condominium,1232,Semi Furnished,3 ,2 
"Parkhill Residence, Bukit Jalil",600000,Freehold,Condominium,1100,Fully Furnished,3 ,2 
"Plaza Sentral, KL Sentral",4596000,Freehold,Office,3830,Fully Furnished,N / A,N / A
"Damai Budi, Alam Damai",1300000,Freehold,Terrace,3100,Semi Furnished,4 ,3 
"Seri Ampang Hilir, Ampang Hilir",2100000,Freehold,Condominium,2228,Semi Furnished,3 ,4 
"Midfields 2, Sungai Besi",570000,Leasehold,Condominium,1044,Semi Furnished,3 ,2 
"Trion @ KL, Kuala Lumpur",549800,Freehold,Serviced Residence,689,Semi Furnished,2 ,1 
"Laman Ceylon, Bukit Ceylon",1650000,Freehold,Condominium,1604,Semi Furnished,3 ,3 
"Damai Kasih, Alam Damai",2380000,Leasehold,Semi Detached,3800,Semi Furnished,5 ,4 
"Laman Ceylon, Bukit Ceylon",1200000,Freehold,Condominium,1044,Fully Furnished,2 ,2 
"Damai Jasa, Alam Damai",868000,Leasehold,Terrace,1800,Semi Furnished,4 ,3 
"Taman OUG, Old Klang Road",3000000,Freehold,Semi Detached,4400,Semi Furnished,6 ,5 
"Damai 88, Ampang Hilir",1138500,Freehold,Serviced Residence,990,Fully Furnished,2 ,2 
"Kiara Green, TTDI",860000,Freehold,Townhouse,1350,Unfurnished,3 ,2 
"Sentrio Suites, Desa Pandan",729000,Freehold,Condominium,1211,Semi Furnished,3 ,3 
"V Residence 2 @ Sunway Velocity, Cheras",891000,Freehold,Condominium,1211,Semi Furnished,2 ,2 
"Sentul Point, Sentul",414000,Freehold,Condominium,1001,Semi Furnished,3 ,2 
"Kiara Residence 2, Bukit Jalil",560000,Freehold,Condominium,1163,Semi Furnished,3 ,2 
"Damai Circles, Alam Damai",1472800,Leasehold,Shop,3267,Unfurnished,N / A,N / A
"Taman Pertama, Cheras",890000,Freehold,Terrace,2000,Semi Furnished,5 + 1,3 
"Continental Heights, Kuchai Lama",488888,Freehold,Condominium,1350,Fully Furnished,4 ,3 
"MIVO Industrial Avenue, Kepong",2700000,Leasehold,Land,,Unfurnished,0 ,0 
"Kampung Segambut Dalam, Segambut",20412216,Freehold,Land,,Unfurnished,0 ,0 
"Bukit Jalil Golf & Country Resort, Bukit Jalil",3088000,Freehold,Land,7717,Unfurnished,0 ,0 
"The Z Residence, Bukit Jalil",500000,Freehold,Condominium,1032,Fully Furnished,2 ,2 
"The Z Residence, Bukit Jalil",638000,Freehold,Condominium,1236,Fully Furnished,4 ,2 
"M Arisa, Sentul",300000,Freehold,Condominium,600,Semi Furnished,1 ,1 
"Berlian Residence @ Setapak, Kuala Lumpur",860000,Freehold,Condominium,1800,Unfurnished,5 ,4 
"Taman Desa, Kuala Lumpur",699000,Freehold,Serviced Residence,935,Semi Furnished,3 ,2 
"Chan Sow Lin, Kuala Lumpur",489000,Freehold,Serviced Residence,1139,Unfurnished,3 ,3 
"Section 5, Bandar Mahkota Cheras",530000,Freehold,Terrace,1888,Semi Furnished,4 ,3 
"Razak City Residences, Sungai Besi",429000,Leasehold,Condominium,1139,Unfurnished,3 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",6300000,Freehold,Bungalow,16000,Fully Furnished,0 ,0 
"The Treez, Bukit Jalil",1080000,Freehold,Condominium,1440,Unfurnished,3 ,2 
"Mahkota Walk, Bandar Mahkota Cheras",2350000,Freehold,Semi Detached,4000,Unfurnished,7 ,6 
"New Haven @ Presint 18, Putrajaya",567000,Freehold,Terrace,1729,Unfurnished,4 ,3 
"Q Suite @ Queensville, Bandar Sri Permaisuri",315600,Freehold,So Ho/Studio,526,Semi Furnished,0 ,1 
"Q Suite @ Queensville, Bandar Sri Permaisuri",334800,Freehold,So Ho/Studio,558,Semi Furnished,0 ,1 
"Maxim Residences, Cheras",399000,Freehold,Serviced Residence,900,Fully Furnished,2 ,2 
"OUG Square, Old Klang Road",479888,Freehold,Serviced Residence,1050,Unfurnished,3 ,2 
"Cheras Vista, Bandar Mahkota Cheras",728000,Freehold,Superlink,2299,Fully Furnished,4 ,3 
"Jalan Bukit Bintang, Bukit Bintang",688000,Leasehold,Serviced Residence,455,Fully Furnished,1 ,1 
"Taman Desa Petaling, Desa Petaling",279000,Leasehold,Apartment,827,Fully Furnished,3 ,2 
"Pangsapuri Berembang Indah, Keramat",200000,Freehold,Apartment,650,Semi Furnished,3 ,2 
"Taman Connaught, Cheras",2880000,Leasehold,Bungalow,6000,Semi Furnished,6 + 2,7 
"You City, Batu 9 Cheras",448000,Freehold,Serviced Residence,760,Semi Furnished,1 ,2 
"Section 5, Bandar Mahkota Cheras",780000,Freehold,Link,2000,Semi Furnished,4 ,3 
"Desa Green Serviced Apartment, Taman Desa",699000,Freehold,Condominium,935,Semi Furnished,3 ,2 
"Happy Garden, Old Klang Road",478999,Leasehold,Condominium,1055,Unfurnished,3 ,2 
"Taman OUG, Old Klang Road",479888,Leasehold,Condominium,1050,Unfurnished,3 ,2 
"Taman Orkid, Batu 9 Cheras",250000,Freehold,Apartment,1154,Semi Furnished,3 ,2 
"Sunstone Villa, Bandar Mahkota Cheras",950000,Freehold,Superlink,3040,Semi Furnished,6 ,4 
"Midfields, Sungai Besi",480000,Leasehold,Condominium,1074,Semi Furnished,3 ,2 
"216 Residences, Kuchai Lama",285000,Freehold,Condominium,658,Semi Furnished,2 ,2 
"Platinum Hill PV8, Setapak",950000,Freehold,Condominium,1800,Fully Furnished,3 ,2 
"Soho Suites, KLCC","Auction 
            @ RM 600000",Freehold,Condominium,601,Unfurnished,2 ,1 
"Platinum Lake PV21, Setapak",340000,Leasehold,Serviced Residence,900,Semi Furnished,2 ,2 
"Maxim Residences, Cheras",470000,Freehold,Serviced Residence,1050,Semi Furnished,3 ,2 
"Maytower, Dang Wangi",308000,Freehold,So Ho/Studio,351,Fully Furnished,0 ,1 
"Idaman Residence, KLCC",1350000,Freehold,Condominium,1683,Fully Furnished,3 ,3 + 1
"Suasana Sentral Loft, KL Sentral",1295000,Freehold,Condominium,1441,Fully Furnished,2 + 1,2 
"EkoCheras, Cheras",1100000,Freehold,Office,1326,Unfurnished,N / A,N / A
"Gaya Bangsar, Bangsar",970000,Freehold,Condominium,1222,Fully Furnished,2 ,2 
"Enau Court, Ampang Hilir",725000,Freehold,Condominium,1098,Fully Furnished,2 ,1 
"231 TR, KLCC",499000,Freehold,Serviced Residence,547,Fully Furnished,1 + 1,1 
"KL Palace Court, Kuchai Lama",530000,Freehold,Condominium,1313,Unfurnished,3 ,2 
"The Link 2 @ Bukit Jalil, Bukit Jalil",750000,Freehold,Condominium,971,Fully Furnished,3 ,2 
"Platinum Lake PV20, Setapak",450000,Freehold,Condominium,1333,Semi Furnished,4 ,2 
"Platinum Lake PV13, Setapak",500000,Freehold,Condominium,1600,Unfurnished,4 ,2 
"Arcoris, Mont Kiara",580000,Freehold,So Ho/Studio,496,Fully Furnished,0 ,1 
"Laman Bayu, Bukit Jalil",1300000,Freehold,Superlink,2973,Semi Furnished,4 + 1,5 
"Amaya Maluri, Cheras",470000,Freehold,Serviced Residence,920,Semi Furnished,2 + 1,2 
"GCB Court, Ampang Hilir",667000,Freehold,Condominium,1668,Semi Furnished,3 + 1,3 
"Ramada Suites KLCC, Bukit Ceylon",485000,Freehold,Serviced Residence,411,Fully Furnished,0 ,1 
"One @ Bukit Ceylon, Bukit Ceylon",485000,Freehold,So Ho/Studio,411,Fully Furnished,0 ,1 
"Vista Damai, KLCC",945000,Freehold,Condominium,1429,Fully Furnished,3 ,3 
"Lanai Kiara, Mont Kiara",650000,Freehold,Condominium,1590,Fully Furnished,3 ,2 
"Binjai Residency, KLCC",1876800,Freehold,Serviced Residence,2208,Semi Furnished,5 ,4 
"Taman Midah, Cheras",7500000,Freehold,Shop,6400,Unfurnished,N / A,N / A
"You Vista @ You City, Batu 9 Cheras",475000,Freehold,Serviced Residence,850,Fully Furnished,2 ,2 
"Prima Setapak II, Setapak",680000,Freehold,Condominium,1650,Semi Furnished,4 ,3 
"Country Heights Damansara, Kuala Lumpur",4290000,Freehold,Land,9978,Unfurnished,0 ,0 
"Kepong Baru, Kepong",950000,Leasehold,Terrace,2200,Semi Furnished,5 ,3 
"Villa Mas 2, Jalan Ipoh",670000,Freehold,Townhouse,1650,Semi Furnished,3 ,3 
"Flora Impian, Segambut",1500000,Freehold,Terrace,3000,Semi Furnished,5 ,4 
"Taman Kepong, Kepong",998000,Freehold,Terrace,2200,Semi Furnished,4 ,3 
"Sunway SPK Damansara, Kepong",2380000,Freehold,Terrace,2500,Semi Furnished,5 ,3 
"Sunway SPK 3 Harmoni, Kepong",1300000,Freehold,Townhouse,2750,Semi Furnished,4 ,4 
"Areca Residence, Kepong",2200000,Leasehold,Semi Detached,3342,Semi Furnished,6 ,5 
"Sri Intan 2, Jalan Ipoh",580000,Freehold,Duplex,2336,Semi Furnished,4 ,3 
"Menara Menjalara, Bandar Menjalara",380000,Freehold,Condominium,1076,Semi Furnished,3 ,2 
"Taman Bukit Maluri, Kepong",745000,Freehold,Terrace,3000,Semi Furnished,4 ,3 
"Villa Crystal, Segambut",630000,Freehold,Condominium,1155,Semi Furnished,3 ,2 
"Taman Sri Bintang, Kepong",715000,Freehold,Terrace,1540,Semi Furnished,3 ,2 
"Taman Daya, Kepong",685000,Freehold,Terrace,1200,Semi Furnished,4 ,3 
"First Residence, Kepong",420000,Freehold,Condominium,930,Semi Furnished,3 ,2 
"Taman Bukit Maluri, Kepong",1500000,Freehold,Terrace,4000,Fully Furnished,6 ,4 
"EcoSky, Kuala Lumpur",888000,Freehold,Condominium,1227,Fully Furnished,3 ,2 
"Taman Pusat Kepong, Kepong",800000,Freehold,Shop,2125,Semi Furnished,N / A,N / A
